name,height,formats,generation_x,format codes,Weaknesses,Strong Weaknesses,Resists,Strong Resists,Immune,STAB,Resistance Index,Entry Hazards,Hazard Removal,Removal Deterrent,Cleric,Pivot,Item Removal,Setup,Priority,HP Drain,HP Recovery,Weather Set,Weather Gimmick,Physical Cutoff 1,Physical Cutoff 2,Physical Cutoff 3,Physical Cutoff 4,Physical Cutoff 5,Physical Cutoff 6,Physical Coverage 1,Physical Coverage 2,Physical Coverage 3,Physical Coverage 4,Special Cutoff 1,Special Cutoff 2,Special Cutoff 3,Special Cutoff 4,Special Cutoff 5,Special Cutoff 6,Special Cutoff 7,Special Coverage 1,Special Coverage 2,Special Coverage 3,Special Coverage 4,Special Coverage 5,Special Coverage 6,Special Coverage 7,Special Coverage 8,Special Coverage 9,Special Coverage 10,Misc Status,Unique Powerful Move,Ability Cutoff 1,Ability Cutoff 2,Ability Cutoff 3,Ability Cutoff 4,Ability Cutoff 5,Ability Cutoff 6,Best Ability,Best Ability <100,Unique Powerful Ability,oldformats,oldformat codes,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp_y,japanese_name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation_y,is_legendary,moveset,vgc_usage_percent,vgc_usage_year,type1_analysis,type2_analysis,ability1,ability2,hidden_ability
heliolisk,1.0,NU,XY,2,2,0,3,0,1,2,5,0,0,0,0,3,0,3,1,0,0,0,4,12,9,7,4,0,0,9,9,7,1,10,10,9,9,6,3,1,7,6,6,6,6,3,3,2,1,1,4,0,1,1,1,1,1,1,100.0,50.0,0,PU,1,"['Dry Skin', 'Sand Veil', 'Solar Power']",1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,55,5120,70,481,75,Generator Pokémon,52,1000000,1.0,62,Elezardエレザード,50.0,695,109,94,109,electric,normal,21.0,6,0,"Grass Knot, Hyper Voice, Surf, Thunderbolt, Volt Switch",0.06,Worlds_VGC_Usage_2022,electric,normal,dry-skin,sand-veil,solar-power
tyrantrum,2.5,RU,XY,3,6,0,4,1,0,2,0,2,0,0,0,0,0,4,0,0,0,0,0,29,25,19,15,9,4,14,14,9,4,6,5,5,5,3,2,1,5,5,5,5,4,2,2,2,1,1,2,0,1,1,0,0,0,0,50.0,50.0,0,NU,2,"['Strong Jaw', 'Rock Head']",1.0,1.0,2.0,0.5,2.0,2.0,0.25,0.5,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,2.0,1.0,121,7680,70,521,45,Despot Pokémon,119,1000000,2.5,82,Gachigorasガチゴラス,88.1,697,69,59,71,rock,dragon,270.0,6,0,"Close Combat, Crunch, Dragon Claw, Dragon Dance, Head Smash, Hone Claws, Scale Shot",0.06,Worlds_VGC_Usage_2022,rock,dragon,strong-jaw,No_ability,rock-head
sylveon,1.0,UU,XY,4,2,0,3,0,1,1,5,0,0,0,2,0,0,3,1,1,0,0,2,5,4,1,1,1,0,6,5,4,1,7,7,7,7,6,5,4,7,6,6,6,4,1,1,1,1,1,2,0,1,0,0,0,0,0,16.66666667,16.66666667,1,NU,2,"['Cute Charm', 'Pixilate']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,65,8960,70,525,45,Intertwining Pokémon,65,1000000,1.0,95,Nymphiaニンフィア,88.1,700,110,130,60,fairy,,23.5,6,0,"Heal Bell, Hyper Voice, Moonblast, Mystical Fire, Protect, Wish",6.7173,Smogon_VGC_Usage_2023,fairy,No_type,cute-charm,No_ability,pixilate
carbink,0.3,PU,XY,1,3,1,5,0,1,2,4,2,0,0,0,0,0,3,0,0,0,0,2,10,10,6,4,3,1,4,4,4,1,6,5,5,5,5,4,3,5,5,5,5,4,0,0,0,0,0,1,0,1,1,0,0,0,0,64.28571429,64.28571429,0,ZU,0,"['Clear Body', 'Sturdy']",0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,4.0,2.0,50,6400,70,500,60,Jewel Pokémon,150,1250000,0.3,50,Melecieメレシー,,703,50,150,50,rock,fairy,5.7,6,0,"Body Press, Iron Defense, Moonblast, Protect, Rest, Stealth Rock, Toxic",0.03079,Smogon_VGC_Usage_2023,rock,fairy,clear-body,No_ability,sturdy
goodra,2.0,NU,XY,2,3,0,4,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,2,19,13,10,7,3,2,13,13,10,4,16,15,13,12,11,9,8,11,9,9,9,8,7,7,3,1,1,2,0,1,1,0,0,0,0,60.0,60.0,0,NU,2,"['Sap Sipper', 'Hydration', 'Gooey']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,100,10240,35,600,45,Dragon Pokémon,70,1250000,2.0,90,Numelgonヌメルゴン,50.0,706,110,150,80,dragon,,150.5,6,0,"Draco Meteor, Fire Blast, Sludge Bomb, Thunderbolt",0.05327,Smogon_VGC_Usage_2023,dragon,No_type,sap-sipper,hydration,gooey
klefki,0.2,UU,XY,4,2,0,8,1,2,2,16,3,1,0,0,0,0,3,3,1,0,0,0,4,3,2,2,2,0,4,3,3,1,6,6,6,5,4,3,3,4,4,4,4,4,2,2,2,2,1,3,0,1,1,1,1,1,0,87.5,87.5,0,RU,3,"['Prankster', 'Magician']",0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,80,5120,70,470,75,Key Ring Pokémon,91,800000,0.2,57,Cleffyクレッフィ,50.0,707,80,87,75,steel,fairy,3.0,6,0,"Dazzling Gleam, Spikes, Thunder Wave, Toxic",1.23,Worlds_VGC_Usage_2024,steel,fairy,prankster,No_ability,magician
trevenant,1.5,PU,XY,1,5,0,4,0,2,2,7,0,0,1,0,0,0,3,2,3,0,0,2,13,10,8,8,5,3,9,9,8,3,8,8,8,8,7,5,2,6,6,6,6,6,4,3,3,1,1,3,0,1,1,1,1,1,1,100.0,50.0,0,ZU,0,"['Natural Cure', 'Frisk', 'Harvest']",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,110,5120,70,474,60,Elder Tree Pokémon,76,1000000,1.5,85,Ohrotオーロット,50.0,709,65,82,56,ghost,grass,71.0,6,0,"Drain Punch, Earthquake, Horn Leech, Poltergeist, Wood Hammer",0.14,Worlds_VGC_Usage_2022,ghost,grass,natural-cure,frisk,harvest
gourgeist,0.9,PU,XY,1,5,0,4,0,2,2,7,0,0,1,0,0,0,4,2,2,1,0,2,11,9,8,6,4,2,7,7,5,3,12,12,12,12,11,9,6,10,10,10,9,9,4,3,2,1,1,3,0,1,1,0,0,0,0,50.0,50.0,0,ZU,0,"['Pickup', 'Frisk', 'Insomnia']",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,100,5120,70,494,60,Pumpkin Pokémon,122,1000000,1.7,85,Pumpjinパンプジン,50.0,711,58,75,54,ghost,grass,39.0,6,0,"Explosion, Fire Blast, Giga Drain, Nasty Plot, Poltergeist, Power Whip, Shadow Ball, Shadow Sneak, Substitute, Synthesis, Trick",,,ghost,grass,pickup,frisk,insomnia
xerneas,3.0,Uber,XY,6,2,0,3,0,1,1,5,0,1,0,1,0,0,5,0,3,0,0,2,10,9,6,5,3,1,9,9,7,4,10,10,10,10,7,6,5,7,7,7,7,6,3,3,2,1,1,3,0,1,0,0,0,0,0,1.0,0.0,1,Uber,6,['Fairy Aura'],0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,131,30720,0,680,45,Life Pokémon,95,1250000,3.0,126,Xerneasゼルネアス,,716,131,98,99,fairy,,215.0,6,1,"Aromatherapy, Defog, Focus Blast, Geomancy, Moonblast, Rest, Sleep Talk, Substitute, Thunder, Thunder Wave",1.62003,Smogon_VGC_Usage_2022,fairy,No_type,fairy-aura,No_ability,None 
yveltal,5.8,Uber,XY,6,4,0,3,0,2,2,7,0,1,0,0,3,2,2,2,4,1,0,3,11,9,6,4,1,0,8,8,7,2,9,9,9,8,7,5,2,7,7,7,7,7,4,3,2,1,1,2,0,1,0,0,0,0,0,1.0,0.0,1,Uber,6,['Dark Aura'],1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,131,30720,0,680,45,Destruction Pokémon,95,1250000,5.8,126,Yveltalイベルタル,,717,131,98,99,dark,flying,203.0,6,1,"Dark Pulse, Defog, Foul Play, Knock Off, Oblivion Wing, Roost, Snarl, Sucker Punch, Taunt, Toxic, U-turn",13.2318,Smogon_VGC_Usage_2022,dark,flying,dark-aura,No_ability,None 
diancie,0.7,UU,XY,4,3,1,5,0,1,2,4,2,0,0,1,0,0,3,0,1,0,0,2,11,10,6,5,4,1,5,4,4,1,9,8,8,8,8,6,5,6,6,6,6,5,1,1,1,1,1,2,1,1,1,0,0,0,0,64.28571429,64.28571429,0,NU,2,['Clear Body'],0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,4.0,2.0,160,6400,70,700,3,Jewel Pokémon,110,1250000,0.7,50,Diancieディアンシー,,719,160,110,110,rock,fairy,8.8,6,1,"Body Press, Diamond Storm, Heal Bell, Moonblast, Stealth Rock, Toxic",,,rock,fairy,clear-body,No_ability,None 
volcanion,1.7,UU,XY,4,3,0,2,3,0,2,5,0,1,0,0,0,0,3,0,0,0,0,2,19,17,13,10,8,3,7,7,6,3,15,14,13,13,11,9,7,7,7,7,7,7,4,4,3,1,1,3,1,1,1,0,0,0,0,53.84615385,53.84615385,0,RU,3,['Water Absorb'],0.5,1.0,1.0,2.0,0.5,1.0,0.25,1.0,1.0,1.0,2.0,0.25,1.0,1.0,1.0,2.0,0.25,1.0,110,30720,100,600,3,Steam Pokémon,120,1250000,1.7,80,Volcanionボルケニオン,,721,130,90,70,fire,water,195.0,6,1,"Defog, Fire Blast, Flamethrower, Haze, Steam Eruption, Substitute, Toxic",,,fire,water,water-absorb,No_ability,None 
vikavolt,1.5,NU,SM,2,2,0,4,0,0,2,2,4,0,0,0,3,0,3,0,0,1,0,2,9,9,7,5,2,0,7,7,7,1,9,8,7,7,6,4,2,7,7,7,7,5,2,2,2,1,1,3,0,1,1,1,1,1,0,95.45454545,95.45454545,0,ZU,0,['Levitate'],1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,70,3840,70,500,45,Stag Beetle Pokémon,90,1000000,1.5,77,Kuwagannonクワガノン,50.0,738,145,75,43,bug,electric,45.0,7,0,"Energy Ball, Roost, Thunderbolt, Volt Switch",0.29709,Smogon_VGC_Usage_2023,bug,electric,levitate,No_ability,None 
lycanroc,0.8,PU,SM,1,5,0,4,0,0,1,-1,2,0,0,0,0,0,4,2,0,0,0,5,20,17,12,8,7,3,10,10,8,2,3,3,3,2,1,1,0,3,3,3,3,2,0,0,0,0,0,2,0,1,1,1,0,0,0,66.66666667,66.66666667,0,PU,1,"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,115,3840,70,487,90,Wolf Pokémon,75,1000000,,85,Lugarugan (mahiru No Sugata)ルガルガン,50.0,745,55,75,82,rock,,,7,0,"Accelerock, Close Combat, Crunch, Psychic Fangs, Stone Edge",,,,,,,
tapu koko,1.8,OU,SM,5,2,0,5,0,1,2,7,0,1,0,0,3,0,3,1,0,1,1,2,9,8,6,3,2,1,5,5,4,2,8,8,7,7,5,3,2,4,3,3,3,3,2,2,1,1,1,3,0,1,1,1,1,1,1,100.0,0.0,0,OU,5,"['Electric Surge', 'Telepathy']",0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,115,3840,70,570,3,Land Spirit Pokémon,85,1250000,1.8,70,Kapu-kokekoカプ・コケコ,,785,95,75,130,electric,fairy,20.5,7,1,"Dazzling Gleam, Roost, Thunderbolt, U-turn",,,,,,,
tapu lele,1.2,OU,SM,5,3,0,1,1,1,2,4,0,0,0,1,0,0,3,0,1,0,1,2,4,3,2,1,1,0,5,4,2,1,13,13,12,12,11,8,5,7,7,7,7,7,4,4,3,1,1,2,0,1,1,1,1,1,1,100.0,0.0,0,OU,5,"['Psychic Surge', 'Telepathy']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,85,3840,70,570,3,Land Spirit Pokémon,75,1250000,1.2,70,Kapu-tetefuカプ・テテフ,,786,130,115,95,psychic,fairy,18.6,7,1,"Calm Mind, Focus Blast, Moonblast, Psychic, Psyshock, Thunderbolt",,,,,,,
tapu bulu,1.9,OU,SM,5,4,1,6,0,1,2,4,0,0,0,0,0,0,4,0,3,1,1,1,18,14,11,8,5,3,10,10,8,4,6,6,6,5,4,2,1,6,5,5,5,4,2,2,2,1,1,2,0,1,1,1,1,1,1,100.0,0.0,0,UU,4,"['Grassy Surge', 'Telepathy']",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,130,3840,70,570,3,Land Spirit Pokémon,115,1250000,1.9,70,Kapu-bululカプ・ブルル,,787,85,95,75,grass,fairy,45.5,7,1,"Close Combat, Horn Leech, Megahorn, Stone Edge, Swords Dance, Zen Headbutt",,,,,,,
tapu fini,1.3,OU,SM,5,3,0,6,0,1,2,7,0,1,0,0,0,2,3,0,1,0,1,1,5,5,3,3,2,0,5,5,4,1,12,11,10,9,8,6,5,6,5,5,5,5,3,3,1,1,1,3,0,1,1,1,1,1,1,100.0,0.0,0,OU,5,"['Misty Surge', 'Telepathy']",0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,75,3840,70,570,3,Land Spirit Pokémon,115,1250000,1.3,70,Kapu-rehireカプ・レヒレ,,788,95,130,85,water,fairy,21.2,7,1,"Calm Mind, Defog, Draining Kiss, Hydro Pump, Moonblast, Scald, Taunt, Trick",,,,,,,
decidueye,1.6,RU,SM,3,5,0,4,0,2,2,7,0,1,1,0,3,2,4,2,2,1,0,3,10,10,7,5,3,3,9,9,4,3,8,8,8,8,6,5,2,4,4,4,4,4,3,3,2,2,2,2,1,1,0,0,0,0,0,20.0,20.0,1,NU,2,"['Overgrow', 'Long Reach']",1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,107,3840,70,530,45,Arrow Quill Pokémon,75,1059860,1.6,78,Junaiperジュナイパー,88.1,724,100,100,70,grass,ghost,36.6,7,0,"Giga Drain, Knock Off, Leaf Blade, Leaf Storm, Poltergeist, Shadow Ball, Shadow Sneak, Spirit Shackle, Swords Dance, U-turn",0.03489,Smogon_VGC_Usage_2023,grass,ghost,overgrow,No_ability,long-reach
incineroar,1.8,UU,SM,4,4,0,6,0,1,2,6,0,0,0,0,3,2,4,1,2,0,0,0,26,20,15,10,7,3,10,10,8,4,10,10,10,9,7,4,3,5,5,5,5,4,3,3,3,2,2,3,0,1,1,0,0,0,0,61.53846154,61.53846154,0,RU,3,"['Blaze', 'Intimidate']",1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,115,3840,70,530,45,Heel Pokémon,90,1059860,1.8,95,Gaogaenガオガエン,88.1,727,80,90,60,fire,dark,83.0,7,0,"Knock Off, Overheat, Parting Shot, Toxic, U-turn",73.41,Worlds_VGC_Usage_2022,fire,dark,blaze,No_ability,intimidate
primarina,1.8,OU,SM,5,3,0,6,0,1,2,7,0,0,0,0,3,0,3,2,1,0,0,2,7,6,5,4,4,1,6,5,4,1,14,13,12,11,10,7,6,7,7,7,7,7,3,3,2,2,2,2,0,1,1,1,1,0,0,75.0,75.0,0,UU,4,"['Torrent', 'Liquid Voice']",0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,74,3840,70,530,45,Soloist Pokémon,74,1059860,1.8,80,Ashireneアシレーヌ,88.1,730,126,116,60,water,fairy,44.0,7,0,"Calm Mind, Draining Kiss, Flip Turn, Hydro Pump, Moonblast, Psychic, Rest, Scald, Sleep Talk, Substitute",17.33,Worlds_VGC_Usage_2024,water,fairy,torrent,No_ability,liquid-voice
ribombee,0.2,PU,SM,1,5,0,4,1,1,2,5,4,1,0,1,3,0,5,0,1,1,0,1,6,5,3,2,1,0,5,5,2,1,7,7,6,6,6,5,4,5,5,5,5,5,2,1,1,1,1,3,0,1,1,0,0,0,0,50.0,50.0,0,PU,1,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",0.5,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0,55,5120,70,464,75,Bee Fly Pokémon,60,1000000,0.2,60,Aburibbonアブリボン,50.0,743,95,70,124,bug,fairy,0.5,7,0,"Bug Buzz, Moonblast, Psychic, Quiver Dance, Roost, Sticky Web, Stun Spore, Switcheroo, U-turn",0.27,Worlds_VGC_Usage_2024,bug,fairy,honey-gather,shield-dust,sweet-veil
wishiwashi,0.2,PU,SM,1,2,0,4,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,9,7,4,4,3,1,5,4,4,1,6,5,4,4,4,3,3,4,4,4,4,3,1,1,0,0,0,1,0,1,0,0,0,0,0,1.0,0.0,1,ZU,0,['Schooling'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,140,3840,70,620,60,Small Fry Pokémon,130,800000,0.2,45,Yowashi (tandoku No Sugata)ヨワシ,50.0,746,140,135,30,water,,0.3,7,0,"Protect, Rest, Scald, Sleep Talk, Toxic, U-turn",,,water,No_type,schooling,No_ability,None 
toxapex,0.7,Uber,SM,6,3,0,8,0,0,2,5,1,0,0,0,0,2,2,0,0,2,0,1,6,5,3,3,2,0,7,5,2,1,12,10,8,7,7,6,5,7,6,6,6,3,2,2,0,0,0,4,0,1,1,1,1,1,1,100.0,0.0,0,OU,5,"['Merciless', 'Limber', 'Regenerator']",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,63,5120,70,495,75,Brutal Star Pokémon,152,1000000,0.7,50,Dohidoideドヒドイデ,50.0,748,53,142,35,poison,water,14.5,7,0,"Haze, Knock Off, Recover, Scald, Toxic, Toxic Spikes",0.39142,Smogon_VGC_Usage_2023,poison,water,merciless,limber,regenerator
mudsdale,2.5,NU,SM,2,3,0,2,0,1,1,3,2,0,0,0,0,0,2,0,0,0,0,0,21,16,10,7,5,2,6,6,6,2,3,2,2,2,2,2,0,3,3,3,3,3,2,2,2,1,1,1,0,1,0,0,0,0,0,26.31578947,26.31578947,1,NU,2,"['Own Tempo', 'Stamina', 'Inner Focus']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,125,5120,70,500,60,Draft Horse Pokémon,100,1000000,2.5,100,Banbadoroバンバドロ,50.0,750,55,85,35,ground,,920.0,7,0,"Body Press, Earthquake, Protect, Smack Down, Stealth Rock, Toxic",0.37355,Smogon_VGC_Usage_2023,ground,No_type,own-tempo,stamina,inner-focus
araquanid,1.8,NU,SM,2,3,0,5,0,0,2,2,4,0,0,0,0,0,2,0,2,0,0,1,8,8,6,6,5,0,5,5,4,0,9,8,6,5,5,4,4,4,4,4,4,3,2,2,0,0,0,1,0,1,1,0,0,0,0,53.84615385,53.84615385,1,NU,2,"['Water Bubble', 'Water Absorb']",1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,70,3840,70,454,100,Water Bubble Pokémon,92,1000000,1.8,68,Onishizukumoオニシズクモ,50.0,752,50,132,42,water,bug,82.0,7,0,"Leech Life, Liquidation, Magic Coat, Sticky Web, Toxic",1.03427,Smogon_VGC_Usage_2024,water,bug,water-bubble,No_ability,water-absorb
lurantis,0.9,PU,SM,1,5,0,4,0,0,1,-1,0,1,2,1,0,2,4,0,2,1,0,2,11,9,7,5,2,1,9,9,5,2,3,3,3,3,2,1,1,2,2,2,2,2,2,2,2,1,1,1,0,1,1,0,0,0,0,50.0,50.0,0,ZU,0,"['Leaf Guard', 'Contrary']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,105,5120,70,480,75,Bloom Sickle Pokémon,90,1000000,0.9,70,Lalantesラランテス,50.0,754,80,90,45,grass,,18.5,7,0,"Defog, Leaf Storm, Superpower, Synthesis",0.11,Worlds_VGC_Usage_2023,grass,No_type,leaf-guard,No_ability,contrary
shiinotic,1.0,PU,SM,1,4,1,6,0,1,2,4,0,0,0,0,0,0,3,0,2,2,0,2,2,2,1,1,0,0,3,2,2,1,6,6,6,6,5,4,3,7,7,7,6,6,2,1,1,1,1,5,0,1,1,1,0,0,0,66.66666667,66.66666667,0,ZU,0,"['Illuminate', 'Effect Spore', 'Rain Dish']",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,45,5120,70,405,75,Illuminating Pokémon,80,1000000,1.0,60,Mashadeマシェード,50.0,756,90,100,30,grass,fairy,11.5,7,0,"Giga Drain, Moonblast, Spore, Strength Sap",0.00096,Smogon_VGC_Usage_2022,grass,fairy,illuminate,effect-spore,rain-dish
salazzle,1.2,RU,SM,3,3,1,5,3,0,2,6,0,0,0,0,0,2,4,1,1,0,0,0,16,12,9,8,4,2,9,9,5,2,7,7,7,7,6,5,5,5,4,4,4,3,2,2,2,0,0,3,0,1,0,0,0,0,0,37.5,37.5,1,NU,2,"['Corrosion', 'Oblivious']",0.25,1.0,1.0,1.0,0.25,0.5,0.5,1.0,1.0,0.25,4.0,0.5,1.0,0.5,2.0,2.0,0.5,2.0,64,5120,70,480,45,Toxic Lizard Pokémon,60,1000000,1.2,68,Ennewtエンニュート,0.0,758,111,60,117,poison,fire,22.2,7,0,"Flamethrower, Knock Off, Nasty Plot, Sludge Wave, Toxic",0.13971,Smogon_VGC_Usage_2023,poison,fire,corrosion,No_ability,oblivious
bewear,2.1,RU,SM,3,4,0,3,0,1,2,3,0,0,0,0,0,0,4,0,2,0,0,0,27,20,15,9,5,2,12,12,10,2,1,1,1,1,1,1,0,2,2,2,2,2,2,2,2,1,1,2,0,1,1,1,1,1,1,100.0,18.18181818,0,RU,3,"['Fluffy', 'Klutz', 'Unnerve']",0.5,0.5,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,125,3840,70,500,70,Strong Arm Pokémon,80,1000000,2.1,120,Kiterugumaキテルグマ,50.0,760,55,60,60,normal,fighting,135.0,7,0,"Close Combat, Darkest Lariat, Double-Edge, Drain Punch, Swords Dance",0.00015,Smogon_VGC_Usage_2022,normal,fighting,fluffy,klutz,unnerve
tsareena,1.2,PU,SM,1,5,0,4,0,0,1,-1,0,1,0,1,3,2,0,0,2,1,0,2,13,10,8,5,4,2,8,7,6,3,4,4,4,4,3,2,2,3,3,3,3,3,2,2,2,1,1,2,0,1,0,0,0,0,0,25.0,25.0,1,PU,1,"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,120,5120,70,510,45,Fruit Pokémon,98,1059860,1.2,72,Amajoアマージョ,0.0,763,50,98,72,grass,,21.4,7,0,"Knock Off, Power Whip, Rapid Spin, U-turn",1.02049,Smogon_VGC_Usage_2022,grass,No_type,leaf-guard,queenly-majesty,sweet-veil
comfey,0.1,NU,SM,2,2,0,3,0,1,1,5,0,1,0,1,3,0,3,3,2,1,0,2,6,5,4,2,1,0,5,5,2,0,5,5,5,5,4,2,1,5,4,4,4,4,2,2,2,1,1,3,0,1,1,1,1,1,1,100.0,0.0,0,NU,2,"['Flower Veil', 'Triage', 'Natural Cure']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,52,5120,70,485,60,Posy Picker Pokémon,90,800000,0.1,51,Cuwawaキュワワー,24.6,764,82,110,100,fairy,,0.3,7,0,"Dazzling Gleam, Defog, Synthesis, U-turn",0.95397,Smogon_VGC_Usage_2022,fairy,No_type,flower-veil,triage,natural-cure
passimian,2.0,NU,SM,2,3,0,3,0,0,1,0,0,0,2,0,3,2,3,1,2,0,0,0,26,16,10,8,3,2,9,9,7,3,4,4,4,4,3,2,0,5,5,5,5,4,2,2,2,1,1,2,0,1,1,1,1,1,0,88.88888889,88.88888889,0,PU,1,"['Receiver', 'Defiant']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,120,5120,70,490,45,Teamwork Pokémon,90,1250000,2.0,100,Nagetukesaruナゲツケサル,50.0,766,40,60,80,fighting,,82.8,7,0,"Close Combat, Earthquake, Gunk Shot, Knock Off, Rock Slide, Seed Bomb, U-turn",0.00132,Smogon_VGC_Usage_2024,fighting,No_type,receiver,No_ability,defiant
golisopod,2.0,RU,SM,3,3,0,5,0,0,2,2,3,0,0,0,0,2,4,2,1,0,0,1,16,13,8,8,5,1,12,12,9,2,13,11,10,8,8,6,5,8,8,8,8,7,3,3,2,1,1,2,0,1,0,0,0,0,0,1.0,0.0,1,RU,3,['Emergency Exit'],1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,125,5120,70,530,45,Hard Scale Pokémon,140,1000000,2.0,75,Gusokumushaグソクムシャ,50.0,768,60,90,40,bug,water,108.0,7,0,"Aqua Jet, First Impression, Knock Off, Liquidation, Spikes",0.12,Worlds_VGC_Usage_2022,bug,water,emergency-exit,No_ability,None 
